loss,accuracy,recall_3,precision_3,auc_3,true_positives_3,true_negatives_3,false_negatives_3,false_positives_3,val_loss,val_accuracy,val_recall_3,val_precision_3,val_auc_3,val_true_positives_3,val_true_negatives_3,val_false_negatives_3,val_false_positives_3
0.8295109868049622,0.6993591785430908,0.5984954237937927,0.8085827231407166,0.9420179724693298,4296.0,42051.0,2882.0,1017.0,0.9311829209327698,0.665835440158844,0.6072319149971008,0.7669291496276855,0.9287280440330505,487.0,4664.0,315.0,148.0
0.8277835249900818,0.7036778926849365,0.6033714413642883,0.804420530796051,0.9420685172080994,4331.0,42015.0,2847.0,1053.0,0.9393308162689209,0.6546134948730469,0.5910224318504333,0.7559808492660522,0.9280840158462524,474.0,4659.0,328.0,153.0
0.834808886051178,0.695277750492096,0.5980555415153503,0.804559051990509,0.9413697719573975,4306.0,42154.0,2894.0,1046.0,0.903825044631958,0.6670823097229004,0.5935162305831909,0.7727272510528564,0.9313582181930542,476.0,4672.0,326.0,140.0
0.8258854150772095,0.7046530842781067,0.6049038767814636,0.8067632913589478,0.9426068663597107,4342.0,42028.0,2836.0,1040.0,0.9063920378684998,0.66209477186203,0.6122194528579712,0.7708006501197815,0.9311078786849976,491.0,4666.0,311.0,146.0
0.8273667097091675,0.6993591785430908,0.607550859451294,0.8020967245101929,0.9424918293952942,4361.0,41992.0,2817.0,1076.0,0.9020183086395264,0.6745635867118835,0.5935162305831909,0.7803278565406799,0.9308375716209412,476.0,4678.0,326.0,134.0
0.8209266662597656,0.699637770652771,0.6008637547492981,0.8122410774230957,0.9432830810546875,4313.0,42071.0,2865.0,997.0,0.9083845019340515,0.6645885109901428,0.5947631001472473,0.7668810486793518,0.930780291557312,477.0,4667.0,325.0,145.0
0.8145552277565002,0.7053496837615967,0.6104764342308044,0.8074442744255066,0.944086492061615,4382.0,42023.0,2796.0,1045.0,0.9252874851226807,0.6533665657043457,0.5710723400115967,0.7855917811393738,0.9279698729515076,458.0,4687.0,344.0,125.0
0.8129445314407349,0.6967121958732605,0.6016996502876282,0.8113845586776733,0.9442250728607178,4319.0,42064.0,2859.0,1004.0,0.9095527529716492,0.6695760488510132,0.614713191986084,0.7572964429855347,0.9320632815361023,493.0,4654.0,309.0,158.0
0.8140302300453186,0.7040958404541016,0.6029534935951233,0.8129225969314575,0.9441074728965759,4328.0,42072.0,2850.0,996.0,0.9514718055725098,0.6558603644371033,0.5997506380081177,0.7468944191932678,0.9269940257072449,481.0,4649.0,321.0,163.0
0.820149838924408,0.6971301436424255,0.6023961901664734,0.804315447807312,0.9436757564544678,4324.0,42016.0,2854.0,1052.0,0.914450466632843,0.6670823097229004,0.604738175868988,0.7735247015953064,0.9295439720153809,485.0,4670.0,317.0,142.0
0.8052522540092468,0.7059069275856018,0.6033714413642883,0.8128753900527954,0.945421576499939,4331.0,42071.0,2847.0,997.0,0.9312994480133057,0.6483790278434753,0.5835411548614502,0.7710049152374268,0.9289724826812744,468.0,4673.0,334.0,139.0
0.8068281412124634,0.7074394226074219,0.6104764342308044,0.8154075145721436,0.9453989267349243,4382.0,42076.0,2796.0,992.0,0.9027481079101562,0.6695760488510132,0.5872818231582642,0.7584540843963623,0.9318479895591736,471.0,4662.0,331.0,150.0
0.801310122013092,0.7053496837615967,0.6106157898902893,0.8171141147613525,0.9457536339759827,4383.0,42087.0,2795.0,981.0,0.930402398109436,0.6695760488510132,0.5910224318504333,0.7608346939086914,0.9278287887573242,474.0,4663.0,328.0,149.0
0.8132483959197998,0.7061855792999268,0.6099191904067993,0.8102905750274658,0.9442867040634155,4378.0,42043.0,2800.0,1025.0,0.9223418831825256,0.6683291792869568,0.5935162305831909,0.7765089869499207,0.9291285276412964,476.0,4675.0,326.0,137.0
0.7972558736801147,0.7110615968704224,0.6060183644294739,0.818592369556427,0.9465493559837341,4350.0,42104.0,2828.0,964.0,0.9139583110809326,0.6670823097229004,0.5773067474365234,0.778151273727417,0.9303675293922424,463.0,4680.0,339.0,132.0
0.8015958666801453,0.7059069275856018,0.6127054691314697,0.815804123878479,0.9458757638931274,4398.0,42075.0,2780.0,993.0,0.8866377472877502,0.6695760488510132,0.5885286927223206,0.7892976403236389,0.933699369430542,472.0,4686.0,330.0,126.0
0.7891107201576233,0.706882119178772,0.6085260510444641,0.8198198080062866,0.9476726055145264,4368.0,42108.0,2810.0,960.0,0.8914250135421753,0.6770573854446411,0.6159601211547852,0.7623456716537476,0.9342111349105835,494.0,4658.0,308.0,154.0
0.7888387441635132,0.7118974924087524,0.6184173822402954,0.8097409605979919,0.9477477073669434,4439.0,42025.0,2739.0,1043.0,0.8884750008583069,0.6758104562759399,0.5935162305831909,0.7933333516120911,0.9338496327400208,476.0,4688.0,326.0,124.0
0.7915827035903931,0.706250011920929,0.6159722208976746,0.8148080110549927,0.9471685886383057,4435.0,42192.0,2765.0,1008.0,0.8955065011978149,0.6807979941368103,0.589775562286377,0.7831125855445862,0.9324464797973633,473.0,4681.0,329.0,131.0
0.7818443775177002,0.7107829451560974,0.6120089292526245,0.8186731338500977,0.9485610127449036,4393.0,42095.0,2785.0,973.0,0.8833783268928528,0.6845386624336243,0.6097257137298584,0.779904305934906,0.9340882897377014,489.0,4674.0,313.0,138.0
0.7810791730880737,0.715937614440918,0.6154918074607849,0.8178452253341675,0.9484981894493103,4418.0,42084.0,2760.0,984.0,0.9152051210403442,0.6695760488510132,0.5947631001472473,0.7705977559089661,0.9305540323257446,477.0,4670.0,325.0,142.0
0.7894777059555054,0.7088325619697571,0.6125661730766296,0.8181987404823303,0.9475874900817871,4397.0,42091.0,2781.0,977.0,0.9021420478820801,0.6670823097229004,0.5910224318504333,0.7682333588600159,0.9323094487190247,474.0,4669.0,328.0,143.0
0.7836493253707886,0.7113401889801025,0.6166062951087952,0.8196296095848083,0.9481528997421265,4426.0,42094.0,2752.0,974.0,0.8918288946151733,0.66209477186203,0.6059850454330444,0.7641509175300598,0.9335437417030334,486.0,4662.0,316.0,150.0
0.7781946659088135,0.7124547362327576,0.6209250688552856,0.8151060938835144,0.9488889575004578,4457.0,42057.0,2721.0,1011.0,0.8892083168029785,0.6683291792869568,0.6022443771362305,0.7678855061531067,0.9336909055709839,483.0,4666.0,319.0,146.0
0.772358238697052,0.7102257013320923,0.6189746260643005,0.8150798082351685,0.9496363997459412,4443.0,42060.0,2735.0,1008.0,0.9103555083274841,0.665835440158844,0.6022443771362305,0.7606298923492432,0.9314885139465332,483.0,4660.0,319.0,152.0
0.7688895463943481,0.715658962726593,0.6206464171409607,0.8153367638587952,0.9502180218696594,4455.0,42059.0,2723.0,1009.0,0.8960317373275757,0.6683291792869568,0.6059850454330444,0.765354335308075,0.9341826438903809,486.0,4663.0,316.0,149.0
0.7787097692489624,0.7102257013320923,0.615631103515625,0.8190917372703552,0.9489520192146301,4419.0,42092.0,2759.0,976.0,0.9008775949478149,0.6720698475837708,0.5985037684440613,0.772946834564209,0.9329507350921631,480.0,4671.0,322.0,141.0
0.773071825504303,0.7100863456726074,0.6216216087341309,0.8157221078872681,0.9497785568237305,4462.0,42060.0,2716.0,1008.0,0.8937476277351379,0.6695760488510132,0.589775562286377,0.7805280685424805,0.9328415989875793,473.0,4679.0,329.0,133.0
0.776691734790802,0.7125940322875977,0.6195319294929504,0.8132772445678711,0.9491121768951416,4447.0,42047.0,2731.0,1021.0,0.8978848457336426,0.665835440158844,0.6072319149971008,0.7730158567428589,0.9328895807266235,487.0,4669.0,315.0,143.0
